"year","title","imdb_id","gross_inflation","rank_unadjusted_inflation"
2012,"Madea's Witness Protection (2012)","tt2215285",71698500,1048
1987,"The Lost Boys (1987)","tt0093437",71647100,2157
2002,"Big Fat Liar (2002)","tt0265298",71576600,1505
2005,"Kicking & Screaming (2005)","tt0384642",71391600,1361
2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)","tt1698641",71346400,1017
2003,"Runaway Jury (2003)","tt0313542",71273600,1464
2012,"Battleship (2012)","tt1440129",71261300,1057
1995,"The Indian in the Cupboard (1995)","tt0113419",71200000,1979
2013,"Warm Bodies (2013)","tt1588173",71055400,1035
2012,"Pitch Perfect (2012)","tt1981677",71042700,1064
2004,"Resident Evil: Apocalypse (2004)","tt0318627",71029000,1425
1984,"Dune (1984)","tt0087182",70946400,2399
2012,"Mirror Mirror (2012)","tt1667353",70933400,1067
1996,"Set It Off (1996)","tt0117603",70859700,1959
1983,"The Outsiders (1983)","tt0086066",70704800,2506
2012,"Chronicle (2012)","tt1706593",70605500,1071
1995,"A Goofy Movie (1995)","tt0113198",70600000,1990
1995,"Money Train (1995)","tt0113845",70600000,1991
2010,"Diary of a Wimpy Kid (2010)","tt1196141",70570300,1083
2006,"The Prestige (2006)","tt0482571",70529800,1347
1998,"Urban Legend (1998)","tt0146336",70490400,1856
1996,"Shine (1996)","tt0117631",70466100,1970
1987,"Can't Buy Me Love (1987)","tt0092718",70312000,2194
2008,"Step Up 2: The Streets (2008)","tt1023481",70278600,1216
1988,"Child's Play (1988)","tt0094862",70277400,2096
1991,"King Ralph (1991)","tt0102216",70261300,2063
2011,"Happy Feet 2 (2011)","tt1402488",70214400,1085
2004,"Home on the Range (2004)","tt0299172",70048300,1446
1979,"A Force of One (1979)","tt0079168",70015900,2882
2015,"War Room (2015)","tt3832914",69971500,1001
1998,"How Stella Got Her Groove Back (1998)","tt0120703",69933900,1882
1994,"Nell (1994)","tt0110638",69933000,2079
1989,"Lean on Me (1989)","tt0097722",69906800,2179
1999,"House on Haunted Hill (1999)","tt0185371",69874000,1736
1929,"The Broadway Melody (1929)","tt0019729",69848600,5217
1982,"Night Shift (1982)","tt0084412",69836700,2632
2003,"Peter Pan (2003)","tt0316396",69830800,1485
2007,"Why Did I Get Married? (2007)","tt0906108",69802300,1291
2002,"Phone Booth (2002)","tt0183649",69779700,1546
2013,"Jack the Giant Slayer (2013)","tt1351685",69771200,1058
1990,"Darkman (1990)","tt0099365",69723400,2066
1999,"Pokemon: Power of One (1999)","tt0210234",69702800,1737
1991,"Curly Sue (1991)","tt0101635",69641300,2071
1991,"Dying Young (1991)","tt0101787",69641300,2075
2009,"Brüno (2009)","tt0889583",69600000,1172
1957,"Jailhouse Rock (1957)","tt0050556",69600000,4893
2010,"The Sorcerer's Apprentice (2010)","tt0963966",69577900,1110
2010,"A Nightmare on Elm Street (2010)","tt1179056",69577900,1113
1994,"Street Fighter (1994)","tt0111301",69516700,2087
2001,"Domestic Disturbance (2001)","tt0249478",69477000,1581
2001,"Zoolander (2001)","tt0196229",69477000,1582
2006,"The Lake House (2006)","tt0410297",69467200,1370
2014,"Think Like a Man Too (2014)","tt2239832",69429600,1056
2012,"Hope Springs (2012)","tt1535438",69403300,1099
1995,"Judge Dredd (1995)","tt0113492",69400000,2029
2010,"The Last Song (2010)","tt1294226",69357400,1114
2005,"Hide and Seek (2005)","tt0382077",69355700,1410
2005,"Hoodwinked! (2005)","tt0443536",69355700,1411
2005,"The Hitchhiker's Guide to the Galaxy (2005)","tt0371724",69220000,1413
2014,"Exodus: Gods and Kings (2014)","tt1528100",69216600,1062
1980,"The Fog (1980)","tt0080749",69211900,2783
1998,"Out of Sight (1998)","tt0120780",69191900,1902
1993,"The Joy Luck Club (1993)","tt0107282",69137700,2119
2003,"The Jungle Book 2 (2003)","tt0283426",69109500,1502
1945,"The Clock (1945)","tt0037604",69102900,5226
1977,"For the Love of Benji (1977)","tt0076044",69053800,3067
1988,"The Accidental Tourist (1988)","tt0094606",69007300,2133
1997,"Vegas Vacation (1997)","tt0120434",68993500,1945
2005,"Syriana (2005)","tt0365737",68948500,1420
2013,"The Purge (2013)","tt2184339",68915100,1076
1965,"The Greatest Story Ever Told (1965)","tt0059245",68910900,4128
1987,"The Princess Bride (1987)","tt0093779",68754500,2239
2008,"Saw V (2008)","tt1132626",68703300,1250
2003,"The Rundown (2003)","tt0327850",68676600,1511
1998,"Sphere (1998)","tt0120184",68635400,1916
1984,"A Nightmare on Elm Street (1984)","tt0087800",68616100,2445
1991,"Grand Canyon (1991)","tt0101969",68608100,2097
2011,"The Adjustment Bureau (2011)","tt1385826",68568700,1121
2007,"TMNT (2007)","tt0453556",68411300,1316
2005,"Diary of a Mad Black Woman (2005)","tt0422093",68405600,1435
2013,"Last Vegas (2013)","tt1204975",68380100,1087
2014,"The Nut Job (2014)","tt1821658",68364800,1079
1984,"A Passage to India (1984)","tt0087892",68357100,2454
1984,"Conan the Destroyer (1984)","tt0087078",68357100,2455
1996,"A Thin Line Between Love and Hate (1996)","tt0117891",68300900,2025
1993,"Hard Target (1993)","tt0107076",68297100,2140
2010,"The Wolfman (2010)","tt0780653",68254800,1127
2003,"Agent Cody Banks (2003)","tt0313911",68243800,1524
2015,"Magic Mike XXL (2015)","tt2268016",68113900,1041
1984,"Protocol (1984)","tt0087951",68098200,2461
2009,"Bride Wars (2009)","tt0901476",68092000,1197
2012,"Underworld: Awakening (2012)","tt1496025",68091700,1122
1993,"The Sandlot (1993)","tt0108037",68087000,2146
1997,"Mortal Kombat: Annihilation (1997)","tt0119707",68045800,1966
1978,"Good Guys Wear Black (1978)","tt0079227",68038500,3019
1988,"The Accused (1988)","tt0094608",67948900,2165
2007,"P.S. I Love You (2007)","tt0431308",67905500,1328
1984,"Micki + Maude (1984)","tt0087718",67839300,2468
2007,"3:10 to Yuma (2007)","tt0381849",67779100,1330
1954,"Casanova's Big Night (1954)","tt0046834",67666700,5013
2006,"Apocalypto (2006)","tt0472043",67607600,1417
2002,"28 Days Later... (2002)","tt0289043",67533600,1584
1998,"The Thin Red Line (1998)","tt0120863",67522400,1946
2001,"The One (2001)","tt0267804",67478800,1618
2004,"Fat Albert (2004)","tt0396592",67386500,1491
1988,"The Bear (1988)","tt0095800",67313900,2188
1999,"Anna and the King (1999)","tt0166485",67305100,1800
1992,"The Lawnmower Man (1992)","tt0104692",67294000,2163
1993,"The Age of Innocence (1993)","tt0106226",67246400,2174
1994,"Léon: The Professional (1994)","tt0110413",67227300,2153
2015,"The Visit (2015)","tt3567288",67185100,1059
1991,"Jungle Fever (1991)","tt0102175",67161500,2143
2010,"Get Him to the Greek (2010)","tt1226229",67152100,1145
1985,"Desperately Seeking Susan (1985)","tt0089017",67149300,2398
1996,"The Truth About Cats & Dogs (1996)","tt0117979",67119900,2060
1997,"Selena (1997)","tt0120094",67098000,1985
2003,"Final Destination 2 (2003)","tt0309593",67089600,1547
1986,"Hoosiers (1986)","tt0091217",67067400,2344
1984,"The Cotton Club (1984)","tt0087089",67062500,2486
1993,"Cop & ½ (1993)","tt0106613",67036200,2181
2011,"Unknown (2011)","tt1401152",67032800,1141
1987,"Revenge of the Nerds II: Nerds in Paradise (1987)","tt0093857",66974400,2281
2004,"Secret Window (2004)","tt0363988",66966200,1507
2007,"Sweeney Todd: The Demon Barber of Fleet Street (2007)","tt0408236",66893900,1352
1994,"The Shadow (1994)","tt0111143",66811000,2167
2005,"Racing Stripes (2005)","tt0376105",66776900,1469
2015,"The Wedding Ringer (2015)","tt0884732",66565800,1073
1978,"La Cage aux Folles (1978)","tt0077288",66551300,3051
1995,"Forget Paris (1995)","tt0113097",66400000,2100
1977,"Kingdom of the Spiders (1977)","tt0076271",66322900,3146
1987,"Harry and the Hendersons (1987)","tt0093148",66306900,2297
2010,"Resident Evil: Afterlife (2010)","tt1220634",66270000,1163
2010,"Why Did I Get Married Too? (2010)","tt1391137",66270000,1165
1989,"Weekend at Bernie's (1989)","tt0098627",66181400,2269
2010,"Tooth Fairy (2010)","tt0808510",66159700,1169
1996,"Muppet Treasure Island (1996)","tt0117110",66135700,2078
2013,"Ender's Game (2013)","tt1731141",66025800,1129
2012,"The Lucky One (2012)","tt1327194",66015100,1157
1989,"Road House (1989)","tt0098206",65962200,2283
1977,"Looking for Mr. Goodbar (1977)","tt0076327",65932700,3158
2010,"Secretariat (2010)","tt1028576",65828900,1179
2005,"Miss Congeniality 2: Armed and Fabulous (2005)","tt0385307",65826800,1482
1978,"The Betsy (1978)","tt0077228",65807700,3072
1997,"Addicted to Love (1997)","tt0118556",65771200,2031
1993,"The Secret Garden (1993)","tt0108071",65565200,2220
1993,"A Perfect World (1993)","tt0107808",65565200,2223
2005,"Just Like Heaven (2005)","tt0425123",65555400,1486
1996,"The Long Kiss Goodnight (1996)","tt0116908",65545200,2093
1984,"The Woman in Red (1984)","tt0088414",65508900,2534
1985,"Prizzi's Honor (1985)","tt0089841",65433800,2435
1999,"Cruel Intentions (1999)","tt0139134",65421300,1845
1999,"10 Things I Hate About You (1999)","tt0147800",65421300,1847
1995,"Tommy Boy (1995)","tt0114694",65400000,2127
2013,"Prisoners (2013)","tt1392214",65276800,1144
1967,"Doctor Dolittle (1967)","tt0061584",65250000,3998
1986,"Soul Man (1986)","tt0091991",65191400,2379
1996,"Matilda (1996)","tt0117008",65151600,2103
2012,"The Dictator (2012)","tt1645170",65140700,1181
1984,"Moscow on the Hudson (1984)","tt0087747",64991100,2551
1984,"Against All Odds (1984)","tt0086859",64991100,2553
1973,"Jesus Christ Superstar (1973)","tt0070239",64881400,3531
2005,"The Skeleton Key (2005)","tt0397101",64876800,1506
1982,"Victor Victoria (1982)","tt0084865",64806100,2741
1996,"Daylight (1996)","tt0116040",64757900,2115
2014,"God's Not Dead (2014)","tt2528814",64744200,1149
2013,"After Earth (2013)","tt1815862",64741700,1153
2006,"Firewall (2006)","tt0408345",64685500,1479
2015,"Black Mass (2015)","tt1355683",64605000,1118
1995,"Rumble in the Bronx (1995)","tt0113326",64600000,2154
1996,"Striptease (1996)","tt0117765",64561100,2122
2002,"Star Trek: Nemesis (2002)","tt0253754",64538700,1645
2002,"Reign of Fire (2002)","tt0253556",64538700,1649
2006,"Date Movie (2006)","tt0466342",64419800,1481
2001,"Thir13en Ghosts (2001)","tt0245674",64404600,1699
2011,"Water for Elephants (2011)","tt1067583",64399700,1198
2010,"Easy A (2010)","tt1282140",64395400,1205
1948,"The Pirate (1948)","tt0040694",64380000,5175
2012,"Total Recall (2012)","tt1386703",64375600,1194
2007,"Atonement (2007)","tt0783233",64364800,1414
1996,"Homeward Bound II: Lost in San Francisco (1996)","tt0116552",64364300,2125
2003,"Lost in Translation (2003)","tt0335266",64348300,1600
2005,"Kingdom of Heaven (2005)","tt0320661",64333900,1520
2005,"Munich (2005)","tt0408306",64333900,1521
2004,"Walking Tall (2004)","tt0351977",64304300,1561
1949,"In the Good Old Summertime (1949)","tt0041507",64304300,5036
1997,"The Relic (1997)","tt0120004",64254900,2065
2000,"The Beach (2000)","tt0163978",64241200,1777
1995,"Copycat (1995)","tt0112722",64200000,2168
2005,"Hostel (2005)","tt0450278",64198100,1525
2009,"The Haunting in Connecticut (2009)","tt0492044",64148000,1289
1994,"I Love Trouble (1994)","tt0110093",64105300,2240
1995,"Leaving Las Vegas (1995)","tt0113627",64000000,2178
1998,"Jack Frost (1998)","tt0141109",63997900,2038
2007,"Resident Evil: Extinction (2007)","tt0432021",63985500,1429
2007,"Music and Lyrics (2007)","tt0758766",63985500,1431
1990,"Air America (1990)","tt0099005",63964500,2231
1992,"Sleepwalkers (1992)","tt0105428",63939800,2254
2005,"Nanny McPhee (2005)","tt0396752",63926700,1526
2001,"Bandits (2001)","tt0219965",63789800,1709
1996,"Black Sheep (1996)","tt0115697",63773800,2149
2004,"In Good Company (2004)","tt0385267",63744000,1575
1994,"Major League II (1994)","tt0110442",63689000,2250
1994,"Blank Check (1994)","tt0109287",63689000,2252
2011,"The Lincoln Lawyer (2011)","tt1189340",63631800,1217
2010,"Takers (2010)","tt1135084",63623600,1224
2006,"When a Stranger Calls (2006)","tt0455857",63622900,1503
2008,"The Strangers (2008)","tt0482606",63614200,1363
2000,"Little Nicky (2000)","tt0185431",63595500,1791
2014,"Son of God (2014)","tt3210686",63572800,1180
2001,"Gosford Park (2001)","tt0280707",63482300,1715
1999,"Fight Club (1999)","tt0137523",63366100,1913
1989,"The Dream Team (1989)","tt0097235",63332500,2326
2000,"Pitch Black (2000)","tt0134847",63272700,1802
1995,"Rob Roy (1995)","tt0114287",63200000,2197
1990,"Predator 2 (1990)","tt0100403",63141800,2246
1993,"Point of No Return (1993)","tt0107843",63043500,2284
2014,"Planes: Fire & Rescue (2014)","tt2980706",63040400,1186
1999,"My Favorite Martian (1999)","tt0120764",63023600,1927
2005,"Boogeyman (2005)","tt0357507",62976600,1550
2015,"The Big Short (2015)","tt1596363",62953700,1143
2014,"The Grand Budapest Hotel (2014)","tt2278388",62933900,1187
2003,"Under the Tuscan Sun (2003)","tt0328589",62905500,1630
1994,"Blown Away (1994)","tt0109303",62856500,2273
2007,"Are We Done Yet? (2007)","tt0422774",62720900,1461
2003,"Tears of the Sun (2003)","tt0314353",62616900,1638
1987,"Police Academy 4: Citizens on Patrol (1987)","tt0093756",62524300,2366
2006,"Silent Hill (2006)","tt0384537",62427500,1532
1983,"My Tutor (1983)","tt0085980",62419000,2696
2014,"RoboCop (2014)","tt1234721",62401500,1200
2004,"Napoleon Dynamite (2004)","tt0374900",62343000,1601
2011,"Midnight in Paris (2011)","tt1605783",62315300,1249
2002,"The Hours (2002)","tt0274558",62292600,1706
2013,"The Secret Life of Walter Mitty (2013)","tt0359950",62280400,1211
1991,"Double Impact (1991)","tt0101764",62201900,2276
1999,"8MM (1999)","tt0134273",62167300,1952
2002,"High Crimes (2002)","tt0257756",62142900,1708
2007,"This Christmas (2007)","tt0937375",62088700,1472
1988,"Shoot to Kill (1988)","tt0096098",62021900,2309
2012,"American Reunion (2012)","tt1605630",61971100,1251
2007,"Michael Clayton (2007)","tt0465538",61962200,1475
2001,"Heartbreakers (2001)","tt0125022",61945200,1752
2001,"I Am Sam (2001)","tt0277027",61945200,1753
1996,"Eddie (1996)","tt0116168",61805400,2212
1995,"Powder (1995)","tt0114168",61800000,2237
2001,"Hard Ball (2001)","tt0180734",61791500,1756
2002,"A Walk to Remember (2002)","tt0281358",61693600,1719
1986,"Wildcats (1986)","tt0092214",61673900,2463
2005,"The Legend of Zorro (2005)","tt0386140",61619300,1578
2003,"The Lizzie McGuire Movie (2003)","tt0306841",61607000,1665
2008,"The Tale of Despereaux (2008)","tt0420238",61554300,1419
1990,"Green Card (1990)","tt0099699",61496500,2292
1980,"The Octagon (1980)","tt0081259",61449800,2965
2010,"Legend of the Guardians: The Owls of Ga'Hoole (2010)","tt1219342",61418300,1280
2002,"Orange County (2002)","tt0273923",61394100,1723
2002,"Windtalkers (2002)","tt0245562",61244400,1731
2011,"Friends with Benefits (2011)","tt1632708",61218200,1276
2012,"ParaNorman (2012)","tt1623288",61206000,1269
1995,"Toy Story (1995)","tt0114709",61200000,2251
1994,"A Low Down Dirty Shame (1994)","tt0110399",61191400,2305
2000,"Bedazzled (2000)","tt0230030",61174400,1869
1998,"Mercury Rising (1998)","tt0120749",61029900,2114
2000,"Autumn in New York (2000)","tt0174480",61013000,1878
2013,"Escape from Planet Earth (2013)","tt0765446",60996300,1244
2002,"About a Boy (2002)","tt0276751",60795200,1744
1992,"3 Ninjas (1992)","tt0103596",60795200,2320
2015,"Vacation (2015)","tt1524930",60786500,1193
2013,"12 Years a Slave (2013)","tt2024544",60675300,1256
1997,"Metro (1997)","tt0119664",60653600,2176
1995,"Assassins (1995)","tt0112401",60600000,2264
2007,"Premonition (2007)","tt0477071",60571200,1504
2009,"Ghosts of Girlfriends Past (2009)","tt0821640",60552000,1374
2002,"The Master of Disguise (2002)","tt0295427",60495700,1750
1990,"Pacific Heights (1990)","tt0100318",60468100,2306
2011,"I Am Number Four (2011)","tt1464540",60450200,1293
1999,"For Love of the Game (1999)","tt0126916",60283500,2000
1989,"Do the Right Thing (1989)","tt0097216",60264500,2391
1995,"Free Willy 2: The Adventure Home (1995)","tt0113114",60200000,2279
2007,"Dan in Real Life (2007)","tt0480242",60191900,1509
1980,"Windwalker (1980)","tt0081760",60156100,2995
1994,"In the Army Now (1994)","tt0110123",60150700,2328
1998,"Bride of Chucky (1998)","tt0144120",60102300,2150
2008,"Australia (2008)","tt0455824",60100300,1462
2009,"Funny People (2009)","tt1201167",60088000,1384
2007,"The Kingdom (2007)","tt0431197",60065400,1517
2002,"Blue Crush (2002)","tt0300532",60046500,1764
1985,"The Emerald Forest (1985)","tt0089087",60042300,2595
1986,"Jumpin' Jack Flash (1986)","tt0091306",60032300,2510
2011,"Source Code (2011)","tt0945513",60011300,1304
2009,"I Can Do Bad All by Myself (2009)","tt1385912",59972000,1390
1992,"Final Analysis (1992)","tt0104265",59956600,2345
2002,"Collateral Damage (2002)","tt0233469",59896700,1771
1997,"For Richer or Poorer (1997)","tt0119142",59895400,2195
2012,"This Means War (2012)","tt1596350",59894500,1301
1996,"Sgt. Bilko (1996)","tt0117608",59837100,2259
2011,"New Year's Eve (2011)","tt1598822",59791900,1307
2012,"Project X (2012)","tt1636826",59785200,1302
1981,"Friday the 13th Part 2 (1981)","tt0082418",59773400,2954
2002,"The Wild Thornberrys Movie (2002)","tt0282120",59747000,1774
2009,"My Bloody Valentine (2009)","tt1179891",59740000,1394
1994,"Drop Zone (1994)","tt0109676",59734400,2336
2003,"Secondhand Lions (2003)","tt0327137",59731300,1712
1991,"L.A. Story (1991)","tt0102250",59722100,2329
2000,"Keeping the Faith (2000)","tt0171433",59721700,1910
2000,"28 Days (2000)","tt0191754",59721700,1912
1988,"Ernest Saves Christmas (1988)","tt0095107",59693400,2361
2013,"Free Birds (2013)","tt1621039",59605200,1278
2013,"Hansel & Gretel: Witch Hunters (2013)","tt1428538",59605200,1279
2005,"Must Love Dogs (2005)","tt0417001",59583500,1619
2010,"Insidious (2010)","tt1591095",59543700,1319
1992,"Stop! Or My Mom Will Shoot (1992)","tt0105477",59537300,2356
2014,"Dracula Untold (2014)","tt0829150",59526300,1272
2007,"Shooter (2007)","tt0822854",59433100,1533
1987,"Overboard (1987)","tt0093693",59409200,2433
1987,"Baby Boom (1987)","tt0092605",59409200,2434
2000,"Bounce (2000)","tt0186894",59398900,1929
1989,"All Dogs Go to Heaven (1989)","tt0096787",59387900,2411
1983,"The Right Stuff (1983)","tt0086197",59381000,2765
2012,"The Woman in Black (2012)","tt1596365",59348000,1309
1986,"Heartburn (1986)","tt0091188",59328800,2533
1991,"Deceived (1991)","tt0101694",59308800,2333
1999,"Man on the Moon (1999)","tt0125664",59255900,2036
2002,"Resident Evil (2002)","tt0120804",59148000,1786
1997,"Beverly Hills Ninja (1997)","tt0118708",59137300,2217
1984,"Missing in Action (1984)","tt0087727",59035700,2683
2003,"Out of Time (2003)","tt0313443",59010000,1732
1997,"Picture Perfect (1997)","tt0119896",58947700,2228
2012,"Paranormal Activity 4 (2012)","tt2109184",58910800,1322
