"year","title","imdb_id","gross_inflation","rank_unadjusted_inflation"
1930,"Ingagi (1930)","tt0164686",99428600,4896
1985,"Jagged Edge (1985)","tt0089360",99253500,1746
1984,"City Heat (1984)","tt0087062",99169600,1840
2000,"Rules of Engagement (2000)","tt0160797",98944300,1136
2000,"The Cell (2000)","tt0209958",98944300,1137
1998,"T-Rex: Back to the Cretaceous (1998)","tt0163862",98872100,1337
2001,"Down to Earth (2001)","tt0231775",98682000,1080
1988,"Colors (1988)","tt0094894",98642300,1543
1999,"The Cider House Rules (1999)","tt0124315",98474400,1228
1996,"Evita (1996)","tt0116250",98416300,1455
2005,"The Interpreter (2005)","tt0373926",98400900,919
2008,"21 (2008)","tt0478087",98390000,798
1991,"New Jack City (1991)","tt0102526",98365800,1510
1983,"Silkwood (1983)","tt0086312",98323800,1980
2000,"Mission to Mars (2000)","tt0183523",98298700,1146
2000,"Coyote Ugly (2000)","tt0200550",98137300,1148
1959,"Rio Bravo (1959)","tt0053221",98088200,4509
2010,"Percy Jackson & the Olympians: The Lightning Thief (2010)","tt0814255",97916400,710
1992,"The Distinguished Gentleman (1992)","tt0104114",97901200,1542
2006,"Monster House (2006)","tt0385880",97891600,905
1974,"The Man with the Golden Gun (1974)","tt0071807",97700500,2816
1990,"Look Who's Talking Too (1990)","tt0100050",97695000,1514
1982,"TRON (1982)","tt0084827",97653100,2110
1990,"Hard to Kill (1990)","tt0099739",97489400,1519
1987,"Wall Street (1987)","tt0094291",97457800,1623
1994,"The River Wild (1994)","tt0110997",97406700,1537
2002,"About Schmidt (2002)","tt0257360",97332200,1061
2014,"Heaven Is for Real (2014)","tt1929263",97329300,676
2014,"Non-Stop (2014)","tt2024469",97329300,677
2008,"What Happens in Vegas (2008)","tt1033643",97299400,808
2009,"Up in the Air (2009)","tt1193138",97208000,756
2011,"The Muppets (2011)","tt1204342",97203000,712
2008,"Jumper (2008)","tt0489099",97178300,812
2003,"Holes (2003)","tt0311289",97099500,1008
1986,"Peggy Sue Got Married (1986)","tt0091738",97083600,1714
2014,"The Imitation Game (2014)","tt2084970",97009800,681
2008,"Cloverfield (2008)","tt1060277",96935900,817
2002,"Stuart Little 2 (2002)","tt0243585",96883000,1069
2000,"Snow Day (2000)","tt0184907",96846000,1170
2004,"White Chicks (2004)","tt0381707",96806800,986
1993,"Malice (1993)","tt0107497",96666700,1556
2013,"Planes (2013)","tt1691917",96631000,698
1991,"The Rocketeer (1991)","tt0102803",96505900,1540
2006,"Barnyard (2006)","tt0414853",96430500,918
2015,"Tomorrowland (2015)","tt1964418",96391500,663
1990,"Goodfellas (1990)","tt0099685",96255300,1536
2003,"Kangaroo Jack (2003)","tt0257568",96233800,1023
2008,"The Day the Earth Stood Still (2008)","tt0970416",96208900,831
1989,"Always (1989)","tt0096794",96204000,1621
1986,"Poltergeist II: The Other Side (1986)","tt0091778",96145600,1725
2003,"The League of Extraordinary Gentlemen (2003)","tt0311429",95945300,1033
2005,"V for Vendetta (2005)","tt0434409",95686400,955
2003,"Big Fish (2003)","tt0319061",95656700,1037
2013,"The Lone Ranger (2013)","tt1210819",95560900,705
1986,"Short Circuit (1986)","tt0091949",95442000,1739
1992,"Medicine Man (1992)","tt0104839",95385500,1574
2013,"Oblivion (2013)","tt1483013",95239900,708
1999,"Eyes Wide Shut (1999)","tt0120663",95220500,1281
2014,"Taken 3 (2014)","tt2446042",95093000,706
1985,"Brewster's Millions (1985)","tt0088850",95087300,1820
1999,"Never Been Kissed (1999)","tt0151738",95049200,1286
1987,"Mannequin (1987)","tt0093493",95010200,1663
2012,"The Campaign (2012)","tt1790886",94978600,725
1986,"Pretty in Pink (1986)","tt0091790",94973000,1748
1997,"Breakdown (1997)","tt0118771",94960800,1443
1994,"D2: The Mighty Ducks (1994)","tt0109520",94909100,1569
1974,"The Groove Tube (1974)","tt0071583",94909100,2850
2006,"RV (2006)","tt0449089",94836600,938
2003,"Lara Croft Tomb Raider: The Cradle of Life (2003)","tt0325703",94791000,1047
1997,"Absolute Power (1997)","tt0118548",94771200,1451
1996,"The Preacher's Wife (1996)","tt0117372",94676500,1492
1989,"K-9 (1989)","tt0097637",94670000,1641
1988,"Young Guns (1988)","tt0096487",94620400,1595
1990,"Marked for Death (1990)","tt0100114",94609900,1557
1950,"Destination Moon (1950)","tt0042393",94565200,4643
1993,"Made in America (1993)","tt0107478",94355100,1587
2004,"Hidalgo (2004)","tt0317648",94285000,1009
1986,"Hannah and Her Sisters (1986)","tt0091167",94035000,1765
1990,"RoboCop 2 (1990)","tt0100502",93992900,1566
2007,"No Country for Old Men (2007)","tt0477348",93954900,899
1998,"Mighty Joe Young (1998)","tt0120751",93863500,1430
1991,"Thelma & Louise (1991)","tt0103074",93819500,1577
2011,"Real Steel (2011)","tt0433035",93802000,736
1993,"The Good Son (1993)","tt0107034",93724600,1599
1984,"Breakin' (1984)","tt0086998",93473200,1956
2010,"Paranormal Activity 2 (2010)","tt1536044",93395400,743
2006,"Rocky Balboa (2006)","tt0479143",93375600,961
1985,"The Breakfast Club (1985)","tt0088847",93371800,1853
2004,"The Forgotten (2004)","tt0356618",93304300,1025
2015,"Get Hard (2015)","tt2561572",93295400,696
1981,"The Fox and the Hound (1981)","tt0082406",93259000,2294
2006,"World Trade Center (2006)","tt0469641",93242800,962
2006,"Big Momma's House 2 (2006)","tt0421729",93242800,965
1995,"The Brady Bunch Movie (1995)","tt0112572",93200000,1545
2005,"Sahara (2005)","tt0318649",93107600,990
2008,"27 Dresses (2008)","tt0988595",93058500,855
2012,"The Expendables 2 (2012)","tt1764651",92902000,741
2001,"The Wedding Planner (2001)","tt0209475",92841000,1158
2004,"Kill Bill: Vol. 2 (2004)","tt0378194",92744000,1039
2009,"Knowing (2009)","tt0448011",92684000,823
1985,"St. Elmo's Fire (1985)","tt0090060",92636600,1873
1994,"Timecop (1994)","tt0111438",92619600,1606
2015,"Terminator Genisys (2015)","tt1340138",92573000,701
2000,"The Whole Nine Yards (2000)","tt0190138",92487900,1238
1993,"The Beverly Hillbillies (1993)","tt0106400",92463800,1615
1992,"Passenger 57 (1992)","tt0105104",92450600,1614
2011,"Crazy, Stupid, Love. (2011)","tt1570728",92375800,749
2009,"Hannah Montana: The Movie (2009)","tt1114677",92336000,830
2000,"Next Friday (2000)","tt0195945",92326500,1239
2004,"The Manchurian Candidate (2004)","tt0368008",92323700,1043
2005,"Guess Who (2005)","tt0372237",92293300,998
1994,"The Jungle Book (1994)","tt0110213",92203400,1607
1986,"¡Three Amigos! (1986)","tt0092086",91924500,1801
2003,"Mona Lisa Smile (2003)","tt0304415",91905500,1095
2008,"Hellboy II: The Golden Army (2008)","tt0411477",91846800,871
2000,"Shanghai Noon (2000)","tt0184894",91842300,1246
2014,"Dumb and Dumber To (2014)","tt2096672",91791900,729
2011,"Battle Los Angeles (2011)","tt1217613",91717500,761
2011,"Immortals (2011)","tt1253864",91607800,762
1997,"The Game (1997)","tt0119174",91549000,1487
1979,"The Main Event (1979)","tt0079510",91506000,2453
2014,"Annie (2014)","tt1823664",91472500,732
1988,"Biloxi Blues (1988)","tt0094746",91445300,1644
1981,"Fort Apache the Bronx (1981)","tt0082402",91381300,2313
2012,"Wrath of the Titans (2012)","tt1646987",91371900,759
1997,"G.I. Jane (1997)","tt0119173",91359500,1490
2005,"Coach Carter (2005)","tt0393162",91343200,1012
2014,"Fury (2014)","tt2713180",91259500,734
1997,"Speed 2: Cruise Control (1997)","tt0120179",91169900,1494
1996,"Romeo + Juliet (1996)","tt0117509",91133500,1552
2004,"Barbershop 2: Back in Business (2004)","tt0337579",91062800,1066
2007,"Fred Claus (2007)","tt0486583",91046500,926
2007,"1408 (2007)","tt0450385",91046500,928
1992,"A River Runs Through It (1992)","tt0105265",90983100,1637
2001,"Behind Enemy Lines (2001)","tt0159273",90842800,1188
1986,"Little Shop of Horrors (1986)","tt0091419",90752000,1821
1986,"About Last Night... (1986)","tt0090583",90752000,1822
1996,"One Fine Day (1996)","tt0117247",90739800,1555
1990,"Young Guns II (1990)","tt0100994",90702100,1611
1984,"Ghoulies (1984)","tt0089200",90625000,2017
2011,"The Descendants (2011)","tt1033575",90620400,775
1999,"Varsity Blues (1999)","tt0139699",90596500,1351
1999,"Forces of Nature (1999)","tt0141098",90596500,1353
1994,"City Slickers II: The Legend of Curly's Gold (1994)","tt0109439",90538300,1635
1986,"The Great Mouse Detective (1986)","tt0091149",90517500,1824
1999,"Message in a Bottle (1999)","tt0139462",90425200,1355
1997,"Alien: Resurrection (1997)","tt0118583",90411800,1508
2000,"Romeo Must Die (2000)","tt0165929",90389600,1270
1986,"Running Scared (1986)","tt0091875",90283000,1831
2004,"Miracle (2004)","tt0349825",90222200,1077
1997,"Volcano (1997)","tt0120461",90032700,1516
2014,"Tammy (2014)","tt2103254",89981600,744
2010,"Unstoppable (2010)","tt0477080",89977200,791
1984,"Places in the Heart (1984)","tt0087921",89848200,2027
1981,"Neighbors (1981)","tt0082801",89816500,2335
2014,"Annabelle (2014)","tt3322940",89768700,748
1993,"Teenage Mutant Ninja Turtles III (1993)","tt0108308",89731900,1666
1984,"The Killing Fields (1984)","tt0087553",89589300,2035
2005,"Herbie Fully Loaded (2005)","tt0400497",89578800,1042
2009,"Where the Wild Things Are (2009)","tt0386117",89552000,851
2013,"Insidious: Chapter 2 (2013)","tt2226417",89461300,760
2001,"Ali (2001)","tt0248667",89459400,1213
2014,"The Other Woman (2014)","tt2203939",89342700,754
1991,"Point Break (1991)","tt0102685",89273200,1643
1987,"Roxanne (1987)","tt0093886",89225100,1770
2013,"Saving Mr. Banks (2013)","tt2140373",89140200,766
1999,"South Park: Bigger Longer & Uncut (1999)","tt0158983",89055100,1378
1989,"Three Fugitives (1989)","tt0098471",88972300,1742
1988,"Dirty Rotten Scoundrels (1988)","tt0095031",88905100,1691
2010,"Eat Pray Love (2010)","tt0879870",88874500,805
1991,"Regarding Henry (1991)","tt0102768",88859900,1652
2015,"Sisters (2015)","tt1850457",88857600,730
2013,"Turbo (2013)","tt1860353",88819200,771
1989,"Bill & Ted's Excellent Adventure (1989)","tt0096928",88753200,1747
1985,"Mad Max Beyond Thunderdome (1985)","tt0089530",88715500,1955
2014,"Penguins of Madagascar (2014)","tt1911658",88703800,765
1994,"Beverly Hills Cop III (1994)","tt0109254",88665100,1672
2007,"The Golden Compass (2007)","tt0385752",88643900,970
1983,"Psycho II (1983)","tt0086154",88381000,2172
2001,"Moulin Rouge! (2001)","tt0203009",88229700,1232
2010,"Dear John (2010)","tt0989757",88212900,819
2011,"Zookeeper (2011)","tt1222817",88206800,806
1996,"The Juror (1996)","tt0116731",88181000,1591
1986,"The Fly (1986)","tt0091064",88172500,1887
1986,"The Money Pit (1986)","tt0091541",87938000,1891
1988,"The Great Outdoors (1988)","tt0095253",87846700,1711
1993,"Homeward Bound: The Incredible Journey (1993)","tt0107131",87840600,1701
2014,"Let's Be Cops (2014)","tt1924435",87745400,780
2009,"Zombieland (2009)","tt1156398",87696000,879
2011,"War Horse (2011)","tt1568911",87658300,825
1980,"The Jazz Singer (1980)","tt0080948",87646800,2410
2008,"Vantage Point (2008)","tt0443274",87605800,922
1974,"Macon County Line (1974)","tt0071788",87465200,2984
1987,"Blind Date (1987)","tt0092666",87445000,1796
2012,"Jack Reacher (2012)","tt0790724",87437200,818
1988,"Tequila Sunrise (1988)","tt0096244",87423400,1716
2009,"Coraline (2009)","tt0327597",87348000,886
2003,"Shanghai Knights (2003)","tt0300471",87288600,1156
2005,"The Amityville Horror (2005)","tt0384806",87271400,1078
2012,"Dark Shadows (2012)","tt1077368",87109300,827
2001,"Rat Race (2001)","tt0250687",87000000,1258
1997,"The Full Monty (1997)","tt0119164",87000000,1562
1997,"The Rainmaker (1997)","tt0119978",87000000,1563
1969,"True Grit (1969)","tt0065126",87000000,3416
2011,"Limitless (2011)","tt1219289",86890300,832
1999,"The Hurricane (1999)","tt0174856",86828700,1428
2006,"Step Up (2006)","tt0462590",86734400,1054
2005,"Sky High (2005)","tt0405325",86728600,1086
2003,"Bad Santa (2003)","tt0307987",86711400,1166
1991,"The Fisher King (1991)","tt0101889",86586700,1698
1998,"Practical Magic (1998)","tt0120791",86443500,1544
2001,"A Knight's Tale (2001)","tt0183790",86231400,1265
2008,"The Spiderwick Chronicles (2008)","tt0416236",86151800,944
2000,"Final Destination (2000)","tt0195714",86031500,1340
2003,"Gothika (2003)","tt0348836",85990000,1182
2015,"Alvin and the Chipmunks: The Road Chip (2015)","tt2974918",85968000,768
1993,"Falling Down (1993)","tt0106856",85949300,1733
1997,"Bean (1997)","tt0118689",85862700,1579
1986,"Gung Ho (1986)","tt0091159",85827500,1936
2001,"The Animal (2001)","tt0255798",85770300,1277
2004,"Friday Night Lights (2004)","tt0390022",85739100,1139
2003,"Love Actually (2003)","tt0314331",85701500,1185
2006,"Flushed Away (2006)","tt0424095",85671800,1074
1999,"Stigmata (1999)","tt0145531",85629900,1445
2011,"Tower Heist (2011)","tt0471042",85573800,843
1989,"The Karate Kid, Part III (1989)","tt0097647",85466000,1815
1995,"Sense and Sensibility (1995)","tt0114388",85400000,1664
1990,"Gremlins 2: The New Batch (1990)","tt0099700",85354600,1710
1992,"Encino Man (1992)","tt0104187",85322900,1740
2011,"The Adventures of Tintin (2011)","tt0983193",85134900,848
2010,"The A-Team (2010)","tt0429493",85125500,852
1997,"Cop Land (1997)","tt0118887",85104600,1589
1988,"Big Business (1988)","tt0094739",85094900,1762
2008,"Fool's Gold (2008)","tt0770752",85061300,963
2009,"Law Abiding Citizen (2009)","tt1197624",85028000,908
2006,"Deja Vu (2006)","tt0453467",85007600,1082
2005,"Jarhead (2005)","tt0418763",84964100,1117
2002,"The Time Machine (2002)","tt0268695",84903600,1255
2008,"Seven Pounds (2008)","tt0814314",84818900,975
1995,"Casino (1995)","tt0112641",84800000,1676
1987,"The Running Man (1987)","tt0093894",84774900,1848
1987,"Spaceballs (1987)","tt0094012",84774900,1851
2009,"Hotel for Dogs (2009)","tt0785006",84680000,914
2006,"Unknown (2006)","tt0450340",84609200,1096
2005,"Bewitched (2005)","tt0374536",84556900,1125
2001,"Don't Say a Word (2001)","tt0260866",84540600,1295
2012,"Parental Guidance (2012)","tt1047540",84486200,850
1993,"The Piano (1993)","tt0107822",84478300,1761
2002,"Drumline (2002)","tt0303933",84454400,1261
1984,"Friday the 13th: The Final Chapter (1984)","tt0087298",84410700,2135
1997,"Nothing to Lose (1997)","tt0119807",84346400,1605
1990,"Rocky V (1990)","tt0100507",84326200,1729
2015,"Maze Runner: The Scorch Trials (2015)","tt4046784",84316700,787
1954,"A Star Is Born (1954)","tt0047522",84293300,4791
1992,"Mo' Money (1992)","tt0104897",84274700,1755
2010,"Knight and Day (2010)","tt1013743",84243300,859
2007,"Charlie Wilson's War (2007)","tt0472062",84218000,1026
2006,"Miami Vice (2006)","tt0430357",84210700,1102
2003,"Open Range (2003)","tt0316356",84114400,1207
1983,"Yentl (1983)","tt0086619",83961900,2260
2006,"Madea's Family Reunion (2006)","tt0455612",83945000,1108
2006,"The Holiday (2006)","tt0457939",83945000,1109
2015,"Ted 2 (2015)","tt2637276",83903900,796
1997,"Amistad (1997)","tt0118607",83777800,1610
2000,"Finding Forrester (2000)","tt0181536",83610400,1387
2005,"Cinderella Man (2005)","tt0352248",83606900,1130
2004,"The Stepford Wives (2004)","tt0327162",83357500,1184
2014,"The Monuments Men (2014)","tt2177771",83060000,842
2006,"The Fast and the Furious: Tokyo Drift (2006)","tt0463985",83015300,1120
1993,"Hocus Pocus (1993)","tt0107120",83007200,1787
2011,"Contagion (2011)","tt1598778",82940700,873
2011,"We Bought a Zoo (2011)","tt1389137",82940700,874
2011,"Moneyball (2011)","tt1210166",82940700,875
2006,"Underworld: Evolution (2006)","tt0401855",82749600,1123
1998,"Meet Joe Black (1998)","tt0119643",82733500,1598
2009,"I Love You, Man (2009)","tt1155056",82708000,939
2004,"Hellboy (2004)","tt0167190",82657000,1189
2015,"Goosebumps (2015)","tt1051904",82562300,822
1998,"The Negotiator (1998)","tt0120768",82548000,1602
2004,"Dawn of the Dead (2004)","tt0363547",82516900,1191
1997,"Soul Food (1997)","tt0120169",82451000,1636
1981,"Private Lessons (1981)","tt0082948",82305800,2465
1994,"Nobody's Fool (1994)","tt0110684",82212900,1789
1993,"What's Love Got to Do with It (1993)","tt0108551",82166700,1809
1991,"Out for Justice (1991)","tt0102614",82040400,1781
2000,"The Road to El Dorado (2000)","tt0138749",81996300,1422
1993,"Hot Shots! Part Deux (1993)","tt0107144",81746400,1817
2008,"Role Models (2008)","tt0430922",81547400,1010
2004,"Without a Paddle (2004)","tt0364751",81536200,1214
1997,"Wag the Dog (1997)","tt0120885",81503300,1651
1983,"Twilight Zone: The Movie (1983)","tt0086491",81476200,2302
2011,"Jack and Jill (2011)","tt0810913",81404800,900
1970,"Tora! Tora! Tora! (1970)","tt0066473",81387100,3388
1985,"Silverado (1985)","tt0090022",81363400,2099
1997,"The Devil's Own (1997)","tt0118972",81313700,1657
2001,"Blow (2001)","tt0221027",81312700,1349
1996,"The Mirror Has Two Faces (1996)","tt0117057",81291900,1718
1988,"Midnight Run (1988)","tt0095631",81284700,1833
2015,"Pixels (2015)","tt2120120",81220600,834
2002,"The Count of Monte Cristo (2002)","tt0245844",81160100,1312
2006,"The Shaggy Dog (2006)","tt0393735",81155700,1140
1985,"Teen Wolf (1985)","tt0090142",81118300,2102
2004,"Shall We Dance (2004)","tt0358135",81115900,1219
2014,"Paddington (2014)","tt1109624",81036700,864
1990,"Joe Versus the Volcano (1990)","tt0099892",81035500,1793
2011,"Hugo (2011)","tt0970179",80966000,903
2003,"Just Married (2003)","tt0305711",80940300,1263
1986,"Heat (1986)","tt0093164",80903000,2042
2013,"2 Guns (2013)","tt1272878",80900400,880
1985,"The Last Dragon (1985)","tt0089461",80873200,2109
1980,"Altered States (1980)","tt0080360",80855000,2567
1994,"The Paper (1994)","tt0110771",80756000,1819
2004,"The Chronicles of Riddick (2004)","tt0296572",80695700,1226
2006,"Poseidon (2006)","tt0409182",80624400,1150
2001,"The Royal Tenenbaums (2001)","tt0265666",80544200,1369
2003,"Once Upon a Time in Mexico (2003)","tt0285823",80507500,1274
2010,"Dinner for Schmucks (2010)","tt0427152",80494300,915
1994,"On Deadly Ground (1994)","tt0110725",80339700,1825
1988,"The Dead Pool (1988)","tt0094963",80226300,1865
1989,"The 'Burbs (1989)","tt0096734",80206600,1938
1995,"Man of the House (1995)","tt0113755",80200000,1767
1971,"Sweet Sweetback's Baadasssss Song (1971)","tt0067810",80145500,3315
2007,"Saw IV (2007)","tt0890870",80045100,1107
2012,"John Carter (2012)","tt0401729",79895700,913
1981,"Halloween II (1981)","tt0082495",79802200,2518
2001,"Exit Wounds (2001)","tt0242445",79621900,1389
1997,"Donnie Brasco (1997)","tt0119008",79607800,1696
2006,"The Good Shepherd (2006)","tt0343737",79561800,1174
2006,"Little Miss Sunshine (2006)","tt0449059",79561800,1176
1987,"Summer School (1987)","tt0094072",79434800,1977
1949,"Pinky (1949)","tt0041746",79434800,4832
2011,"Dolphin Tale (2011)","tt1564349",79320300,921
1994,"Ri¢hie Ri¢h (1994)","tt0110989",79299000,1854
2009,"Obsessed (2009)","tt1198138",79228000,995
2002,"Unfaithful (2002)","tt0250797",79063700,1357
2001,"Enemy at the Gates (2001)","tt0215750",79007100,1400
1987,"No Way Out (1987)","tt0093640",78989800,1983
1981,"Escape from New York (1981)","tt0082340",78863300,2538
2000,"Men of Honor (2000)","tt0203019",78768100,1478
1991,"The Doctor (1991)","tt0101746",78734000,1849
1994,"It Could Happen to You (1994)","tt0110167",78674600,1872
2005,"Red Eye (2005)","tt0421239",78585000,1220
1991,"Bill & Ted's Bogus Journey (1991)","tt0101452",78527300,1857
1991,"Dead Again (1991)","tt0101669",78527300,1858
2004,"13 Going on 30 (2004)","tt0337563",78454100,1268
1983,"High Road to China (1983)","tt0085678",78438100,2357
1956,"The Conqueror (1956)","tt0049092",78300000,4756
1997,"The Peacemaker (1997)","tt0119874",78281000,1717
2013,"White House Down (2013)","tt2334879",78225100,912
1990,"Postcards from the Edge (1990)","tt0100395",78156000,1859
2008,"The Happening (2008)","tt0949731",78154600,1072
1997,"Private Parts (1997)","tt0119951",78091500,1720
1995,"Dead Man Walking (1995)","tt0112818",78000000,1811
1997,"Money Talks (1997)","tt0119695",77902000,1722
2009,"Race to Witch Mountain (2009)","tt1075417",77836000,1014
1995,"French Kiss (1995)","tt0113117",77800000,1818
2015,"The Intern (2015)","tt2361509",77711700,887
2007,"Stomp the Yard (2007)","tt0775539",77642400,1134
2003,"Paycheck (2003)","tt0338337",77621900,1326
1993,"Carlito's Way (1993)","tt0106519",77543500,1918
2011,"No Strings Attached (2011)","tt1411238",77455200,954
2006,"Curious George (2006)","tt0381971",77436600,1206
2006,"Littleman (2006)","tt0430304",77436600,1210
2014,"Hercules (2014)","tt1267297",77416200,917
2005,"Memoirs of a Geisha (2005)","tt0397535",77363500,1245
1996,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","tt0116126",77355200,1799
2004,"Saw (2004)","tt0387564",77333300,1292
1998,"Ronin (1998)","tt0122690",77168400,1705
2001,"K-PAX (2001)","tt0272152",77162500,1441
2009,"The Final Destination (2009)","tt1144884",77140000,1032
1989,"Fletch Lives (1989)","tt0097366",77138500,2002
1993,"Alive (1993)","tt0106246",77123200,1932
2002,"Like Mike (2002)","tt0308506",76967300,1398
2001,"Serendipity (2001)","tt0240890",76855100,1456
1976,"Across the Great Divide (1976)","tt0075629",76788700,2982
2006,"Invincible (2006)","tt0445990",76772500,1222
2006,"The Benchwarmers (2006)","tt0437863",76639700,1225
2013,"Mama (2013)","tt2023587",76619900,932
1995,"Higher Learning (1995)","tt0113305",76600000,1842
1994,"Junior (1994)","tt0110216",76593300,1931
1987,"Like Father Like Son (1987)","tt0093418",76542200,2044
1987,"Adventures in Babysitting (1987)","tt0092513",76542200,2045
2012,"Act of Valor (2012)","tt1591479",76507500,971
2004,"Crash (2004)","tt0375679",76492800,1306
1993,"Son in Law (1993)","tt0108186",76492800,1943
2013,"Safe Haven (2013)","tt1702439",76298900,940
1993,"Sliver (1993)","tt0108162",76282600,1950
2006,"Blood Diamond (2006)","tt0450259",76241200,1233
2008,"Forgetting Sarah Marshall (2008)","tt0800039",76215900,1115
2003,"The Recruit (2003)","tt0292506",76179100,1356
2005,"The Curse of the Were-Rabbit (2005)","tt0312004",76142000,1266
2014,"The Purge: Anarchy (2014)","tt2975578",76138300,934
1992,"Universal Soldier (1992)","tt0105698",76098800,1951
1989,"Licence to Kill (1989)","tt0097742",76042800,2030
2009,"The Taking of Pelham 1 2 3 (2009)","tt1111422",75980000,1053
2013,"The Smurfs 2 (2013)","tt2017020",75977900,949
1996,"Happy Gilmore (1996)","tt0116483",75977400,1823
1996,"The Ghost and the Darkness (1996)","tt0116409",75977400,1826
2005,"White Noise (2005)","tt0375210",75870500,1273
1998,"The Siege (1998)","tt0133952",75869900,1730
1986,"Nothing in Common (1986)","tt0091653",75743900,2155
2005,"Be Cool (2005)","tt0377471",75734800,1275
1995,"Mighty Morphin Power Rangers: The Movie (1995)","tt0113820",75600000,1871
1985,"Murphy's Romance (1985)","tt0089643",75481700,2241
2003,"Radio (2003)","tt0316465",75457700,1373
2013,"The Best Man Holiday (2013)","tt2083355",75442800,956
1991,"Soapdish (1991)","tt0102951",75427600,1941
2009,"Friday the 13th (2009)","tt0758746",75400000,1065
2000,"Dude, Where's My Car? (2000)","tt0242423",75378500,1539
1998,"Pleasantville (1998)","tt0120789",75313400,1743
1995,"First Knight (1995)","tt0113071",75200000,1886
2002,"The Tuxedo (2002)","tt0290095",75170400,1440
1997,"Jackie Brown (1997)","tt0119396",75058800,1783
1993,"Robin Hood: Men in Tights (1993)","tt0107977",75021700,1975
2006,"The Queen (2006)","tt0436697",74913000,1260
2011,"Mr. Popper's Penguins (2011)","tt1396218",74822200,996
1986,"Children of a Lesser God (1986)","tt0090830",74805900,2183
1996,"Bed of Roses (1996)","tt0115644",74599500,1864
2010,"The Tourist (2010)","tt1243957",74539900,1002
2007,"Surf's Up (2007)","tt0423294",74481100,1195
1937,"Conquest (1937)","tt0028739",74472000,5460
1996,"Mars Attacks! (1996)","tt0116996",74402700,1877
1998,"The Faculty (1998)","tt0133751",74385900,1769
2009,"17 Again (2009)","tt0974661",74356000,1081
1984,"Starman (1984)","tt0088172",74312500,2337
2003,"Underworld (2003)","tt0320691",74303500,1395
2003,"Identity (2003)","tt0309698",74303500,1396
2015,"Bridge of Spies (2015)","tt3682448",74202800,929
1998,"I Still Know What You Did Last Summer (1998)","tt0130018",74200400,1773
1942,"To the Shores of Tripoli (1942)","tt0035447",74111100,5388
1988,"Red Heat (1988)","tt0095963",74087600,2019
2010,"The Bounty Hunter (2010)","tt1038919",73988600,1015
1951,"An American in Paris (1951)","tt0043278",73867900,4757
1995,"Just Cause (1995)","tt0113501",73800000,1924
1992,"Honeymoon in Vegas (1992)","tt0104438",73792800,1997
2012,"This Is 40 (2012)","tt1758830",73775100,1005
1991,"Other People's Money (1991)","tt0102609",73774300,1976
1993,"Dragon: The Bruce Lee Story (1993)","tt0106770",73760900,2005
2007,"Halloween (2007)","tt0373883",73722400,1209
2009,"The Time Traveler's Wife (2009)","tt0452694",73544000,1103
1985,"A Nightmare on Elm Street 2: Freddy's Revenge (1985)","tt0089686",73521100,2289
1988,"Dangerous Liaisons (1988)","tt0094947",73452600,2028
2000,"The Tigger Movie (2000)","tt0220099",73441600,1571
2000,"O Brother, Where Art Thou? (2000)","tt0190590",73441600,1573
2004,"Blade: Trinity (2004)","tt0359013",73410600,1367
2013,"Percy Jackson: Sea of Monsters (2013)","tt1854564",73409600,991
1960,"G.I. Blues (1960)","tt0053848",73352900,4806
2015,"Paul Blart: Mall Cop 2 (2015)","tt3450650",73274000,947
1988,"Mississippi Burning (1988)","tt0095647",73240900,2034
1987,"*batteries not included (1987)","tt0092494",73204600,2113
1976,"The Pom Pom Girls (1976)","tt0075086",73112700,3053
2008,"Burn After Reading (2008)","tt0887883",73065500,1159
2008,"Baby Mama (2008)","tt0871426",73065500,1161
2006,"The Guardian (2006)","tt0406816",73053400,1296
1995,"To Wong Foo Thanks for Everything, Julie Newmar (1995)","tt0114682",73000000,1942
1990,"Mermaids (1990)","tt0100140",72808500,1986
1984,"Cannonball Run II (1984)","tt0087032",72758900,2364
1991,"The Doors (1991)","tt0101761",72741100,1998
2004,"King Arthur (2004)","tt0349683",72710100,1381
2016,"Ride Along 2 (2016)","tt2869728",72700000,916
2012,"Contraband (2012)","tt1524137",72682200,1029
2012,"Looper (2012)","tt1276104",72682200,1031
2000,"Frequency (2000)","tt0186151",72634500,1586
2006,"The Omen (2006)","tt0466909",72522100,1305
1953,"The Beast from 20,000 Fathoms (1953)","tt0045546",72500000,4642
2005,"Yours, Mine & Ours (2005)","tt0443295",72477400,1334
2002,"Return to Never Land (2002)","tt0280030",72475000,1484
2004,"Finding Neverland (2004)","tt0308644",72430000,1391
2001,"Kate & Leopold (2001)","tt0035423",72397500,1528
1998,"Primary Colors (1998)","tt0119942",72345400,1814
2005,"Corpse Bride (2005)","tt0121164",72341700,1338
2000,"The Replacements (2000)","tt0191397",72150300,1594
1991,"Freddy's Dead: The Final Nightmare (1991)","tt0101917",72121100,2022
2013,"A Good Day to Die Hard (2013)","tt1606378",72018400,1007
2004,"A Cinderella Story (2004)","tt0356470",72009700,1399
1991,"White Fang (1991)","tt0103247",71914500,2023
2006,"Final Destination 3 (2006)","tt0414982",71858000,1317
1997,"Seven Years in Tibet (1997)","tt0120102",71836600,1866
2004,"The Phantom of the Opera (2004)","tt0293508",71729500,1404
